0	1.00E+00
16	9.94E-01
32	7.70E-01
48	5.89E-01
64	3.23E-01
80	4.14E-02
96	-3.33E-02
112	-1.20E-01
128	-1.82E-01
144	-1.67E-01
160	-1.59E-01
176	-2.18E-01
192	-1.28E-01
208	-1.19E-01
224	-1.91E-02
240	-4.24E-03
256	3.84E-02
272	8.21E-02
288	1.01E-01
304	7.75E-02
320	8.71E-02
336	4.29E-02
352	-3.10E-02
368	-1.34E-02
384	1.13E-02
400	-6.04E-02
416	-5.31E-03
432	-2.64E-02
448	-2.73E-02
464	-4.71E-02
480	6.10E-02
496	3.69E-02
512	4.55E-02
528	6.68E-02
544	3.55E-02
560	4.73E-02
576	-2.60E-03
592	-2.56E-02
608	-1.58E-02
624	-2.55E-03
640	3.92E-02
656	9.85E-03
672	-4.98E-02
688	-3.52E-02
704	-4.14E-02
720	-4.47E-02
736	-1.60E-03
752	3.91E-03
768	-1.31E-02
784	-9.58E-02
800	2.00E-02
816	7.75E-02
832	9.50E-03
848	1.14E-04
864	2.55E-02
880	-3.80E-03
896	4.02E-03
912	-7.45E-03
928	-2.52E-03
944	-6.21E-02
960	-2.19E-02
976	3.67E-02
992	-1.46E-02
1008	3.48E-03
1024	7.19E-03
1040	3.52E-03
1056	1.26E-03
1072	-2.96E-02
1088	-3.92E-03
1104	-1.88E-02
1120	-1.89E-03
1136	-2.55E-02
1152	2.43E-02
1168	-5.44E-02
1184	3.59E-02
1200	3.82E-02
1216	1.43E-02
1232	-1.03E-02
1248	2.56E-02
1264	-1.90E-02
1280	3.12E-02
1296	-5.48E-02
1312	-1.71E-02
1328	3.24E-02
1344	2.48E-03
1360	-8.02E-03
1376	3.07E-02
1392	3.17E-02
1408	-1.49E-02
1424	-3.30E-02
1440	1.04E-02
1456	3.16E-02
1472	-1.38E-02
1488	-1.11E-02
1504	-1.95E-02
1520	-1.80E-02
1536	7.14E-03
1552	5.11E-03
1568	-4.17E-02
1584	-3.62E-02
1600	-1.46E-04
1616	1.05E-02
1632	3.97E-02
1648	-1.71E-02
1664	5.91E-02
1680	4.92E-02
1696	-6.66E-02
1712	2.38E-02
1728	7.70E-03
1744	2.36E-02
1760	-2.49E-02
1776	-5.28E-02
1792	7.75E-03
1808	3.09E-02
1824	-6.39E-02
1840	4.20E-03
1856	5.00E-02
1872	-6.70E-02
1888	3.67E-02
1904	7.95E-03
1920	1.45E-02
1936	2.73E-02
1952	5.75E-02
1968	-1.11E-02
1984	-4.49E-02
2000	-8.38E-04
2016	8.20E-03
2032	0.00E+00
