# RotX(deg) RotY(deg) RotZ(deg) RotYY(deg) RotZZ(deg) Distance(A)
-115.964 21.2557 49.1139 5.72021 50.7637 6.12565
-114.405 8.35755 35.2526 -7.65704 38.5887 6.07732
-108.779 31.1295 40.6322 4.08871 42.607 6.15675
-136.507 37.897 53.2015 7.18379 54.6067 6.22878
-115.269 15.6282 34.0142 4.03943 46.2096 6.04169
-156.303 -8.44257 21.1245 0.807711 47.1183 6.07092
-108.667 15.2012 36.8807 -4.56078 37.1475 5.92435
132.492 -23.3168 50.5886 -9.86153 55.0181 5.99803
112.097 -14.3898 51.9591 2.97377 49.8455 5.99217
153.239 4.62577 12.793 -4.00472 44.5968 6.05625
132.545 -2.86065 32.6857 0.606711 47.9502 6.13603
120.116 -8.80633 38.3264 2.62776 47.6971 6.02515
108.54 -22.3296 63.4348 -0.730098 52.7149 6.23723
160.468 5.19889 23.2009 -2.95588 46.926 6.26757
107.121 -17.5109 35.8947 -6.94666 44.537 6.10677
123.499 -18.2735 12.862 -4.45105 42.0878 6.17831
136.782 -27.5607 55.3197 -15.3154 60.9376 5.92396
136.715 -15.2936 46.3597 -12.7586 62.1502 6.11792
162.93 6.85439 28.3907 -7.68362 53.2066 6.13407
137.081 -25.518 44.997 -15.7907 58.765 6.01784
131.151 -25.015 33.8685 -12.0294 50.2338 6.14209
133.525 -10.169 38.3895 -4.97729 48.6313 6.03919
167.546 -20.4372 41.5996 -15.7759 58.7285 5.99024
119.596 -14.1648 47.3356 -0.183698 49.6764 6.09971
-172.326 -5.89474 29.9272 -10.2032 50.3776 6.23239
172.66 -11.0607 38.5277 -13.2976 58.5968 6.09073
103.841 -33.1181 65.3371 -7.13632 51.4544 6.23081
141.098 -11.6207 24.9419 -3.74727 46.4888 6.1767
109.217 -21.7454 35.0349 -5.72988 40.5779 6.06017
91.1263 -40.9224 69.5998 -13.7687 56.5619 6.22102
134.709 -2.29903 25.9409 -1.4038 46.3388 6.11312
122.439 -38.1384 55.6731 -11.9455 54.0016 6.2182
121.941 -29.5602 51.1243 -10.8647 58.7895 5.99218
109.066 -37.1635 53.9186 -10.0448 50.2924 6.08335
119.758 -8.67129 47.3389 0.138359 46.9594 6.02933
148.361 -4.8599 25.7284 -4.92625 46.8831 6.12589
175.54 11.2057 26.9516 -6.50837 53.5263 6.23332
115.843 -24.17 54.5279 -3.83453 54.2601 6.07658
133.759 -19.9207 34.6061 -12.8328 50.3375 6.14708
140.659 -13.4218 37.2848 -5.46315 50.848 6.00517
100.566 -19.9589 58.2739 -5.89697 59.7438 6.06991
131.298 -23.7146 34.8642 -13.77 53.7084 6.24711
165.585 -12.7458 37.067 -10.1917 53.3805 6.14425
106.068 -14.5796 46.8392 -1.5627 46.6954 6.21125
129.05 -10.4137 47.5665 -0.923751 49.8724 6.16812
156.325 4.05832 32.2679 -3.6813 52.4491 5.97276
78.7044 -31.5469 79.7413 -10.298 49.8939 6.15945
102.696 -8.90742 56.5894 0.390449 49.6598 6.06105
144.945 -12.8899 27.6592 -13.7508 52.3418 5.99935
86.744 -31.5574 57.9856 -13.1493 48.0873 6.24312
156.615 -3.57099 39.3382 -6.94835 56.4007 6.01572
149.602 2.18184 16.2513 -4.32157 42.2054 6.14897
128.725 -20.4094 42.628 5.25977 47.846 6.11993
122.767 -15.968 23.3196 -3.56524 39.9247 6.16303
137.387 -21.8275 40.9396 -9.01103 50.3939 6.15256
103.112 -14.9699 37.8921 -1.20179 40.9765 6.09417
113.445 -21.9677 56.4221 -8.43353 53.2082 6.12538
120.815 -22.1642 31.3643 -3.56568 35.5838 6.02946
135.948 -4.19024 19.5456 -1.52932 39.5411 6.1496
124.071 -22.8342 29.19 -9.56932 46.4932 6.20558
102.367 -17.9956 39.994 -9.3176 45.9164 6.18855
99.3113 -25.1442 56.2232 -2.26943 42.1533 6.01026
155.149 -6.51063 23.69 -9.15803 50.4702 6.29727
115.617 -13.9318 38.5461 -2.15874 46.3839 5.96192
141.723 -7.23578 31.2525 -8.20009 51.2423 6.28076
124.625 -15.6445 47.1877 -3.62627 49.2332 6.13321
122.73 -14.3144 42.9419 -1.15988 46.7293 6.22089
155.989 -12.5371 24.139 -13.0018 49.8011 6.1003
137.563 -10.8905 33.1394 -5.57819 52.8509 6.10002
112.087 -33.6166 64.8686 -6.94727 53.92 6.09238
128.838 -13.1196 54.5349 -5.68682 57.7417 6.10734
