0	0.957253753
16	1.03982256
32	0.984776689
48	0.845327148
64	0.765510634
80	0.63156568
96	0.494868432
112	0.413217056
128	0.278354671
144	0.19303357
160	0.024593203
176	-0.014764595
192	-0.027883862
208	-0.122562761
224	-0.102379274
240	-0.170269183
256	-0.172104045
272	-0.182195788
288	-0.157425146
304	-0.14549854
320	-0.126232485
336	-0.118893036
352	-0.143663678
368	-0.090452669
384	-0.029718724
400	-0.038984779
416	-0.105131568
432	-0.062012302
448	0.002941827
464	-0.026782944
480	0.036253753
496	0.006244579
512	-0.019718724
528	0.010189533
544	0.044354671
560	0.062666597
576	0.066244579
592	0.064317973
608	0.092574854
624	0.061473937
640	0.056428065
656	0.069914304
672	0.057528982
688	0.037584028
704	0.054409716
720	0.048207882
736	0.049088616
752	0.047446414
768	0.035125313
784	-0.004581109
800	-0.005957256
816	0.049639074
832	-8.56964E-05
848	0.002574854
864	-0.033755421
880	-0.055590284
896	-0.071186614
912	-0.0313701
928	-0.058342577
944	-0.084948082
960	-0.06017744
976	-0.019718724
992	-0.014489366
1008	-0.036874687
1024	-0.062012302
1040	-0.058342577
1056	-0.061094871
1072	-0.006415972
1088	0.016152836
1104	0.004868432
1120	-0.014122394
1136	-0.002104045
1152	0.022666597
1168	-0.012562761
1184	0.022850083
1200	0.001106964
1216	0.006519808
1232	-0.00549854
1248	0.02303357
1264	-0.003021476
1280	-0.016324229
1296	-0.002104045
1312	-0.003480192
1328	-0.01017744
1344	0.030189533
1360	0.026336322
1376	-0.015682027
1392	-0.042562761
1408	-0.003296706
1424	-0.006874687
1440	0.004960175
1456	-0.015957256
1472	-0.02549854
1488	-0.043755421
1504	-0.012654504
1520	-0.043663678
1536	-0.046507715
1552	-0.03990221
1568	-0.032654504
1584	0.016978524
1600	-0.027333403
1616	-0.002562761
1632	-8.56964E-05
1648	0.033648249
1664	0.000923478
1680	-0.018984779
1696	-0.027608632
1712	-0.015957256
1728	0.01569412
1744	0.001106964
1760	-0.009260008
1776	-0.025406797
1792	0.015235405
1808	0.007345496
1824	-0.001094871
1840	0.035253753
1856	0.02422623
1872	0.034574854
1888	-0.010544412
1904	0.01569412
1920	0.051198707
1936	0.059180359
1952	-0.001553586
1968	0.009639074
1984	0.022207882
2000	-0.005590284
2016	0.030776689
2032	0.03982256
