0	1.00E+00
16	9.88E-01
32	8.89E-01
48	7.71E-01
64	5.98E-01
80	4.03E-01
96	2.56E-01
112	1.37E-01
128	3.12E-02
144	-5.47E-02
160	-1.08E-01
176	-1.47E-01
192	-1.56E-01
208	-1.52E-01
224	-1.03E-01
240	-1.21E-01
256	-1.32E-01
272	-1.03E-01
288	-6.37E-02
304	-4.22E-02
320	-2.70E-02
336	-7.74E-03
352	2.04E-02
368	3.26E-02
384	7.24E-02
400	7.99E-02
416	4.04E-02
432	5.23E-02
448	6.33E-02
464	6.42E-02
480	3.84E-02
496	2.57E-02
512	3.26E-02
528	1.20E-02
544	-7.79E-03
560	-1.35E-02
576	-1.16E-02
592	-2.88E-02
608	-2.05E-02
624	-2.43E-02
640	-2.24E-02
656	-2.73E-02
672	-5.34E-03
688	-1.69E-02
704	-1.54E-02
720	-1.54E-02
736	-5.35E-03
752	8.56E-03
768	1.36E-02
784	5.14E-03
800	8.08E-04
816	-1.83E-03
832	2.54E-02
848	1.88E-02
864	2.46E-02
880	1.36E-02
896	1.11E-02
912	3.19E-04
928	-6.11E-03
944	-2.25E-03
960	2.15E-03
976	3.05E-03
992	-5.17E-03
1008	-7.99E-03
1024	3.02E-03
1040	-7.64E-03
1056	-1.50E-02
1072	-6.23E-03
1088	-1.62E-02
1104	-4.30E-04
1120	-5.23E-03
1136	-1.06E-02
1152	-2.07E-02
1168	-1.25E-02
1184	2.18E-04
1200	2.87E-03
1216	4.27E-03
1232	-1.30E-02
1248	1.07E-02
1264	5.33E-03
1280	1.54E-02
1296	-8.08E-03
1312	-1.32E-02
1328	3.31E-03
1344	3.80E-03
1360	-8.60E-03
1376	-2.17E-02
1392	-1.60E-02
1408	9.47E-04
1424	1.44E-02
1440	1.25E-03
1456	-2.86E-03
1472	-1.06E-03
1488	3.25E-03
1504	-1.47E-02
1520	-8.19E-03
1536	-1.03E-02
1552	-1.54E-02
1568	-1.86E-02
1584	-1.40E-02
1600	-2.54E-02
1616	4.04E-03
1632	-1.11E-02
1648	-6.34E-03
1664	-9.46E-03
1680	-1.72E-02
1696	-1.30E-02
1712	-9.44E-03
1728	4.81E-03
1744	2.01E-04
1760	-4.96E-03
1776	-6.23E-03
1792	-8.33E-03
1808	-6.48E-04
1824	-1.10E-02
1840	-3.92E-03
1856	5.56E-03
1872	-7.86E-03
1888	1.96E-03
1904	-4.68E-03
1920	1.37E-02
1936	-9.66E-03
1952	-1.40E-02
1968	-1.45E-02
1984	1.98E-02
2000	-5.82E-03
2016	2.07E-02
2032	0.00E+00
