0	1.03E+00
16	9.93E-01
32	9.93E-01
48	9.42E-01
64	8.51E-01
80	7.90E-01
96	6.90E-01
112	6.33E-01
128	5.55E-01
144	5.00E-01
160	4.55E-01
176	4.03E-01
192	3.03E-01
208	2.29E-01
224	2.10E-01
240	1.57E-01
256	9.44E-02
272	2.96E-02
288	8.65E-02
304	4.52E-02
320	3.97E-03
336	-1.38E-02
352	-1.36E-02
368	-6.76E-02
384	-6.65E-02
400	-7.67E-02
416	-9.27E-02
432	-8.47E-02
448	-8.57E-02
464	-8.37E-02
480	-9.87E-02
496	-1.02E-01
512	-1.09E-01
528	-7.27E-02
544	-8.07E-02
560	-7.67E-02
576	-9.37E-02
592	-8.07E-02
608	-6.72E-02
624	-1.04E-01
640	-1.03E-01
656	-8.17E-02
672	-4.62E-02
688	-4.62E-02
704	-7.67E-02
720	-5.38E-02
736	-3.41E-02
752	-2.86E-02
768	-2.86E-05
784	-3.34E-02
800	-3.93E-03
816	-3.20E-02
832	-1.29E-02
848	-2.04E-02
864	-7.53E-03
880	3.27E-03
896	2.74E-02
912	-6.29E-04
928	-1.49E-02
944	4.60E-02
960	3.47E-02
976	3.55E-02
992	2.78E-02
1008	4.56E-02
1024	2.14E-02
1040	3.76E-02
1056	2.01E-02
1072	4.86E-02
1088	3.20E-02
1104	1.95E-02
1120	2.72E-02
1136	5.21E-02
1152	4.57E-02
1168	1.57E-02
1184	1.40E-02
1200	3.13E-02
1216	4.48E-02
1232	2.54E-02
1248	4.24E-02
1264	3.84E-02
1280	-2.33E-03
1296	2.25E-02
1312	4.39E-02
1328	6.13E-02
1344	-7.03E-03
1360	3.64E-02
1376	-7.63E-03
1392	4.17E-03
1408	-3.93E-03
1424	-6.83E-03
1440	-2.74E-02
1456	1.53E-02
1472	1.37E-02
1488	6.97E-03
1504	-4.13E-03
1520	-6.23E-03
1536	-1.51E-02
1552	-1.87E-02
1568	-3.37E-02
1584	-1.60E-02
1600	-2.31E-02
1616	-4.32E-02
1632	-2.45E-02
1648	-3.50E-02
1664	-1.49E-02
1680	-1.72E-02
1696	6.17E-03
1712	-1.97E-02
1728	2.45E-02
1744	2.40E-02
1760	3.07E-03
1776	1.33E-02
1792	-3.08E-02
1808	-1.26E-02
1824	-2.83E-03
1840	1.25E-02
1856	2.21E-02
1872	-1.11E-02
1888	2.10E-02
1904	9.47E-03
1920	2.57E-02
1936	2.99E-02
1952	2.07E-03
1968	-4.53E-03
1984	3.05E-02
2000	5.77E-02
2016	-3.93E-03
2032	3.23E-02
