# RotX(deg) RotY(deg) RotZ(deg) RotYY(deg) RotZZ(deg) Distance(A)
-61.0606 -26.0128 -36.4869 -16.6348 -17.2132 4.85616
-84.1468 -2.13973 -23.0305 0.339017 -16.6923 4.89136
-93.0078 6.92621 -29.5003 2.70179 -15.7477 4.85191
-83.3285 -25.5123 -23.8051 -18.7976 -18.1997 4.76483
-76.7241 -18.8553 -36.3117 -9.30128 -18.5058 4.8345
-87.0194 -9.53835 -18.0914 -13.0695 -17.7745 4.71738
-84.3266 -19.0362 -14.6786 -9.45594 -19.986 4.83313
-73.3217 -21.0825 -26.4017 -10.8186 -17.8698 4.85957
-71.3625 -31.7903 -34.3409 -13.8111 -18.302 4.83252
-82.9812 -5.16722 -29.2225 -6.04569 -17.7361 4.7965
-78.4118 -20.8574 -27.7833 -6.8622 -18.7637 4.81886
-77.1264 -24.5925 -25.4696 -11.381 -16.9839 4.83922
-67.8579 -15.6291 -33.7801 -10.3313 -21.6611 4.78773
-79.1343 1.51653 -20.4505 2.5966 -15.2346 4.85944
-89.4958 -28.8309 -14.496 -14.8331 -15.3253 4.7735
-74.3248 -8.28149 -31.2823 -10.575 -17.1884 4.7354
-84.7599 -30.1179 -21.8953 -15.4519 -15.0483 4.9223
-89.7047 -14.0162 -24.4363 -7.14495 -18.9144 4.87672
-71.6216 -10.5125 -25.2948 -2.50896 -13.0684 4.82239
-79.1371 -16.0529 -28.1737 -6.55406 -18.8616 4.7681
-84.0671 -14.3272 -24.0577 -10.6703 -17.3658 4.87458
-79.5609 -11.2136 -21.6479 -7.9723 -16.2014 4.66996
-66.3238 -11.8087 -44.3477 -8.52261 -17.3815 4.7722
-92.0265 -18.3059 -18.4527 -5.20135 -16.0211 4.77576
-74.8982 -0.934432 -31.5702 -6.51586 -17.0971 4.80828
-74.377 -19.5969 -32.1912 -8.80403 -17.4592 4.84018
-61.9368 -18.9452 -37.8797 -10.8943 -18.75 4.71443
-82.414 -24.7428 -21.6721 -7.78869 -16.7345 4.85887
-60.8055 -30.0655 -34.0536 -13.0041 -19.2659 4.93682
-74.1675 -16.1318 -22.6944 -6.89567 -16.4001 4.84649
-68.5074 -10.9242 -22.2933 -6.24271 -16.8975 4.84238
-75.0781 -22.8374 -28.3917 -14.2577 -16.1485 4.82319
-68.5074 -36.9088 -44.8605 -17.0498 -20.285 4.79742
-61.5121 -13.2865 -36.7611 -10.0661 -17.8011 4.84718
-80.1946 -18.1498 -28.8088 -10.6308 -17.3321 4.76038
-63.2389 -23.0516 -30.0932 -14.6718 -15.4028 4.86748
-87.2667 -16.7187 -23.2784 -7.69347 -16.6717 4.78372
-70.4871 -6.27242 -30.6694 -6.51505 -18.3653 4.75683
-76.7692 -20.5135 -30.2788 -14.8684 -18.5058 4.79035
-85.4999 -7.58863 -23.9818 -6.72592 -17.0972 4.79138
-61.9992 -25.4003 -43.0939 -12.6068 -20.7817 4.8517
-79.3578 -22.335 -26.0285 -11.3747 -15.9159 4.82074
-91.4323 4.55439 -33.8189 10.5801 -17.0276 4.80277
-91.3568 -2.58429 -25.9722 0.0341706 -17.3165 4.8818
-91.524 -23.1307 -25.1628 -6.64895 -19.2226 4.85217
-72.7305 -18.1443 -26.6666 -8.11149 -15.9844 4.8788
-88.8607 -1.54902 -29.4446 -0.314037 -20.0494 4.75523
-82.1251 -9.64671 -26.4718 -10.9104 -20.205 4.78901
-71.4409 -26.9626 -27.7323 -16.0532 -20.4339 4.74096
-72.4325 -21.4855 -29.1167 -13.3813 -19.2386 4.83371
-78.1798 -6.47169 -26.5052 3.41228 -16.3319 4.82848
-65.077 28.0467 -14.6809 -2.61913 -15.9543 4.69901
-90.9983 2.98743 -17.2967 8.44484 -16.0043 4.85017
-77.6672 -18.7415 -28.1373 -10.97 -18.4827 4.84417
-59.6685 -13.8285 -30.2129 -10.5421 -15.4009 4.71593
