# RotX(deg) RotY(deg) RotZ(deg) RotYY(deg) RotZZ(deg) Distance(A)
-107.021 29.6359 -155.004 10.8589 -155.322 7.13524
-94.0995 30.0273 -147.525 13.7737 -151.145 7.18897
-75.2949 13.9867 -133.415 7.11767 -153.839 7.32581
-100.874 7.78225 -156.336 3.03478 -158.654 7.0306
-133.555 27.8754 -153.965 18.6763 -147.923 7.17229
-148.226 16.024 -171.163 17.9677 -152.707 7.18258
-160.521 2.81834 -172.997 14.0888 -156.31 7.12332
-97.2306 26.9151 -157.537 11.297 -163.339 7.15537
-115.898 19.6693 -153.238 1.77974 -158.522 7.06305
-112.806 13.663 -168.768 13.7561 -162.44 7.15625
-102.846 17.07 -150.976 5.39181 -161.077 7.01108
-101.335 22.1903 147.514 6.3233 150.87 7.10288
-114.576 14.4465 178.994 4.88746 -175.235 7.09549
-99.9725 3.09158 162.191 -2.50245 168.654 6.99583
-92.3902 18.0074 128.355 9.43274 134.982 6.99035
-119.693 12.5854 -173.898 11.8533 -162.759 7.17115
-126.607 11.4402 -162.315 5.32843 -157.275 7.05961
-155.374 0.457863 -166.552 7.88444 -150.569 7.22462
-106.192 27.7068 -157.264 12.4302 -158.401 7.02759
-110.405 30.6621 -142.733 17.0006 -153.172 7.20976
-123.088 10.7479 -157.751 8.25149 -148.011 7.05906
-98.1998 30.3574 -152.299 14.5286 -157.312 7.2269
-101.568 25.0371 -141.613 13.3125 -151.749 7.28409
-121.266 23.2301 -167.825 7.75234 -167.81 7.16807
-162.767 -14.1421 -179 8.46137 -155.712 7.3231
-89.4651 28.6802 -148.57 13.0499 -159.523 7.18237
-105.896 20.7698 -140.34 11.5677 -149.862 7.08893
-137.32 14.1154 -178.179 13.3231 -163.466 7.1453
-142.495 4.73277 -166.537 12.3216 -144.143 6.90635
-137.835 2.44652 172.77 5.50757 -169.633 7.21479
-109.292 16.9384 -151.559 2.83573 -152.241 7.16003
-129.862 -0.95499 -162.169 1.50024 -152.175 6.84282
-153.838 -3.51525 168.592 6.54579 -169.157 7.25321
-108.086 17.9354 -159.327 10.9359 -155.52 7.23408
-67.7959 21.389 170.937 13.0837 157.585 7.23111
-112.268 9.08345 158.96 5.19587 174.435 7.03234
-99.5213 16.2784 158.212 6.70553 165.911 7.06389
-121.177 10.6293 135.704 10.3539 153.739 7.00403
-111.517 20.2094 136.303 11.0302 142.087 7.05557
-103.506 23.9308 148.157 8.81073 149.752 7.12661
-96.4384 14.2763 153.83 5.12695 156.346 7.04918
-139.761 4.6485 130.401 10.1041 154.529 7.31563
-104.604 20.4025 141.372 6.33476 143.995 7.05134
-68.8704 28.3043 145.523 18.3926 144.051 7.12247
-70.8449 35.7117 -179.88 20.054 159.083 7.34048
-99.5244 34.8483 -121.488 14.7874 -139.763 7.08307
-109.552 22.4677 -143.011 12.232 -153.776 7.07109
-95.9574 19.0736 -147.26 9.82456 -151.281 6.95987
-104.315 28.7008 -145.485 7.22211 -153.708 7.09181
-146.122 3.76698 -173.237 12.331 -151.216 7.07129
-145.292 -8.57077 174.651 6.48925 -159.617 7.16094
-158.387 -10.6219 175.229 10.0252 -153.473 7.20186
-100.061 21.8717 -149.879 8.94132 -153.7 7.15351
-124.173 6.27081 171.074 1.97455 -179.58 7.18857
-152.366 4.34752 -167.436 11.4906 -151.083 7.29996
-139.497 9.54628 -166.874 10.1872 -153.441 7.14263
